"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 30, 2020","251.00","251.00","251.00","251.00","-","-0.79%"
"Mar 27, 2020","253.00","253.00","253.00","253.00","-","-0.78%"
"Mar 26, 2020","255.00","255.00","255.00","255.00","-","0.00%"
"Mar 25, 2020","255.00","255.00","255.00","255.00","-","0.00%"
"Mar 24, 2020","255.00","255.00","255.00","255.00","-","-3.41%"
"Mar 23, 2020","264.00","264.00","264.00","264.00","-","0.00%"
"Mar 20, 2020","264.00","264.00","264.00","264.00","-","0.00%"
"Mar 19, 2020","264.00","264.00","264.00","264.00","-","-1.12%"
"Mar 18, 2020","267.00","267.00","267.00","267.00","-","0.00%"
"Mar 17, 2020","267.00","267.00","267.00","267.00","-","0.75%"
"Mar 16, 2020","265.00","265.00","265.00","265.00","0.05K","-1.85%"
"Mar 13, 2020","270.00","270.00","270.00","270.00","0.03K","1.12%"
"Mar 12, 2020","267.00","267.00","267.00","267.00","0.20K","-2.20%"
"Mar 11, 2020","273.00","273.00","273.00","273.00","-","0.00%"
"Mar 10, 2020","273.00","273.00","273.00","273.00","-","0.37%"
"Mar 09, 2020","272.00","272.00","272.00","272.00","-","-0.37%"
"Mar 06, 2020","273.00","273.00","273.00","273.00","0.03K","-1.80%"
"Mar 05, 2020","278.00","278.00","278.00","278.00","0.62K","0.54%"
"Mar 04, 2020","276.50","276.50","276.50","276.50","0.50K","-0.18%"
"Mar 03, 2020","277.00","277.00","277.00","277.00","0.09K","2.59%"
"Mar 02, 2020","270.00","270.00","270.00","270.00","0.27K","-0.49%"
"Feb 28, 2020","271.34","271.34","271.34","271.34","-","-0.24%"
"Feb 27, 2020","272.00","272.00","272.00","272.00","-","0.00%"
"Feb 26, 2020","272.00","272.00","272.00","272.00","-","-0.18%"
"Feb 25, 2020","272.50","272.50","272.50","272.50","-","0.00%"
"Feb 24, 2020","272.50","272.50","272.50","272.50","-","0.00%"
"Feb 21, 2020","272.50","272.50","272.50","272.50","0.03K","0.18%"
"Feb 20, 2020","272.00","272.00","272.00","272.00","0.03K","0.00%"
"Feb 19, 2020","272.00","272.00","272.00","272.00","-","-0.18%"
"Feb 18, 2020","272.50","272.50","272.50","272.50","-","0.00%"
"Feb 17, 2020","272.50","272.50","272.50","272.50","0.04K","0.55%"
"Feb 14, 2020","271.00","271.00","271.00","271.00","-","0.00%"
"Feb 13, 2020","271.00","271.00","271.00","271.00","-","0.00%"
"Feb 12, 2020","271.00","271.00","271.00","271.00","0.01K","1.12%"
"Feb 11, 2020","268.00","268.00","268.00","268.00","0.01K","1.52%"
"Feb 10, 2020","264.00","264.00","264.00","264.00","0.33K","-0.38%"
"Feb 07, 2020","265.00","265.00","265.00","265.00","0.51K","1.15%"
"Feb 06, 2020","262.00","262.00","262.00","262.00","0.11K","1.75%"
"Feb 05, 2020","257.50","257.50","257.50","257.50","1.21K","0.98%"
"Feb 04, 2020","255.00","255.00","255.00","255.00","0.04K","-0.78%"
"Feb 03, 2020","257.00","257.00","257.00","257.00","0.24K","-11.13%"
"Jan 31, 2020","289.18","289.18","289.18","289.18","-","0.06%"
"Jan 30, 2020","289.00","289.00","289.00","289.00","-","0.00%"
"Jan 29, 2020","289.00","289.00","289.00","289.00","-","1.76%"
"Jan 28, 2020","284.00","284.00","284.00","284.00","-","-1.56%"
"Jan 27, 2020","288.50","288.50","288.50","288.50","-","0.17%"
"Jan 24, 2020","288.00","288.00","288.00","288.00","-","0.00%"
"Jan 23, 2020","288.00","288.00","288.00","288.00","-","0.35%"
"Jan 22, 2020","287.00","287.00","287.00","287.00","-","-0.35%"
"Jan 21, 2020","288.00","288.00","288.00","288.00","-","-0.69%"
"Jan 20, 2020","290.00","290.00","290.00","290.00","-","-0.85%"
"Jan 17, 2020","292.50","292.50","292.50","292.50","-","0.00%"
"Jan 16, 2020","292.50","292.50","292.50","292.50","0.02K","-1.18%"
"Jan 15, 2020","296.00","296.00","296.00","296.00","0.01K","-1.33%"
"Jan 14, 2020","300.00","300.00","300.00","300.00","0.02K","-0.66%"
"Jan 13, 2020","302.00","302.00","302.00","302.00","0.01K","0.67%"
"Jan 10, 2020","300.00","300.00","300.00","300.00","0.01K","0.33%"
"Jan 09, 2020","299.00","299.00","299.00","299.00","-","-0.66%"
"Jan 08, 2020","301.00","301.00","301.00","301.00","-","0.00%"
"Jan 07, 2020","301.00","301.00","301.00","301.00","0.00K","0.33%"
"Jan 06, 2020","300.00","300.00","300.00","300.00","-","0.00%"
"Jan 03, 2020","300.00","300.00","300.00","300.00","-","1.01%"
"Jan 02, 2020","297.00","297.00","297.00","297.00","0.01K","0.75%"
"Dec 31, 2019","294.78","294.78","294.78","294.78","0.06K","-0.07%"
"Dec 30, 2019","295.00","295.00","295.00","295.00","0.06K","0.00%"
"Dec 27, 2019","295.00","295.00","295.00","295.00","-","0.00%"
"Dec 24, 2019","295.00","295.00","295.00","295.00","-","0.34%"
"Dec 23, 2019","294.00","294.00","294.00","294.00","0.01K","0.00%"
"Dec 20, 2019","294.00","294.00","294.00","294.00","-","-0.34%"
"Dec 19, 2019","295.00","295.00","295.00","295.00","-","-0.34%"
"Dec 18, 2019","296.00","296.00","296.00","296.00","-","-0.34%"
"Dec 17, 2019","297.00","297.00","297.00","297.00","-","0.00%"
"Dec 16, 2019","297.00","297.00","297.00","297.00","0.01K","0.00%"
"Dec 13, 2019","297.00","297.00","297.00","297.00","0.01K","0.85%"
"Dec 12, 2019","294.50","294.50","294.50","294.50","0.04K","1.20%"
"Dec 11, 2019","291.00","291.00","291.00","291.00","-","0.00%"
"Dec 10, 2019","291.00","291.00","291.00","291.00","0.01K","-0.34%"
"Dec 09, 2019","292.00","292.00","292.00","292.00","0.01K","-0.17%"
"Dec 06, 2019","292.50","292.50","292.50","292.50","0.07K","0.86%"
"Dec 05, 2019","290.00","290.00","290.00","290.00","0.02K","-0.51%"
"Dec 04, 2019","291.50","291.50","291.50","291.50","0.11K","5.23%"
"Dec 03, 2019","277.00","277.00","277.00","277.00","0.01K","-0.72%"
"Dec 02, 2019","279.00","279.00","279.00","279.00","0.01K","6.61%"
"Nov 29, 2019","261.69","261.69","261.69","261.69","-","0.07%"
"Nov 28, 2019","261.50","261.50","261.50","261.50","-","0.19%"
"Nov 27, 2019","261.00","261.00","261.00","261.00","-","0.00%"
"Nov 26, 2019","261.00","261.00","261.00","261.00","-","0.00%"
"Nov 25, 2019","261.00","261.00","261.00","261.00","-","0.00%"
"Nov 22, 2019","261.00","261.00","261.00","261.00","-","-0.19%"
"Nov 21, 2019","261.50","261.50","261.50","261.50","0.04K","0.00%"
"Nov 20, 2019","261.50","261.50","261.50","261.50","0.03K","-0.19%"
"Nov 19, 2019","262.00","262.00","262.00","262.00","-","0.38%"
"Nov 18, 2019","261.00","261.00","261.00","261.00","-","-0.19%"
"Nov 15, 2019","261.50","261.50","261.50","261.50","-","0.00%"
"Nov 14, 2019","261.50","261.50","261.50","261.50","0.52K","-1.13%"
"Nov 13, 2019","264.50","264.50","264.50","264.50","-","0.57%"
"Nov 12, 2019","263.00","263.00","263.00","263.00","0.01K","1.15%"
"Nov 11, 2019","260.00","260.00","260.00","260.00","-","-1.52%"
"Nov 08, 2019","264.00","264.00","264.00","264.00","0.02K","-1.86%"
"Nov 07, 2019","269.00","269.00","269.00","269.00","0.23K","0.37%"
"Nov 06, 2019","268.00","268.00","268.00","268.00","0.42K","1.13%"
"Nov 05, 2019","265.00","265.00","265.00","265.00","0.01K","0.57%"
"Nov 04, 2019","263.50","263.50","263.50","263.50","0.11K","0.19%"
"Nov 01, 2019","263.00","263.00","263.00","263.00","0.13K","9.88%"
"Oct 31, 2019","239.36","239.36","239.36","239.36","-","-0.06%"
"Oct 30, 2019","239.50","239.50","239.50","239.50","-","-0.21%"
"Oct 29, 2019","240.00","240.00","240.00","240.00","-","0.00%"
"Oct 28, 2019","240.00","240.00","240.00","240.00","-","-0.21%"
"Oct 25, 2019","240.50","240.50","240.50","240.50","0.03K","0.84%"
"Oct 24, 2019","238.50","238.50","238.50","238.50","-","-0.21%"
"Oct 23, 2019","239.00","239.00","239.00","239.00","-","-0.21%"
"Oct 22, 2019","239.50","239.50","239.50","239.50","0.00K","-0.42%"
"Oct 21, 2019","240.50","240.50","240.50","240.50","0.03K","0.63%"
"Oct 18, 2019","239.00","239.00","239.00","239.00","0.02K","0.42%"
"Oct 17, 2019","238.00","238.00","238.00","238.00","-","0.00%"
"Oct 16, 2019","238.00","238.00","238.00","238.00","0.01K","-1.24%"
"Oct 15, 2019","241.00","241.00","241.00","241.00","-","0.63%"
"Oct 14, 2019","239.50","239.50","239.50","239.50","0.00K","0.21%"
"Oct 11, 2019","239.00","239.00","239.00","239.00","0.03K","-0.62%"
"Oct 10, 2019","240.50","240.50","240.50","240.50","0.03K","0.21%"
"Oct 09, 2019","240.00","240.00","240.00","240.00","0.00K","2.13%"
"Oct 08, 2019","235.00","235.00","235.00","235.00","-","-1.26%"
"Oct 07, 2019","238.00","238.00","238.00","238.00","-","-0.21%"
"Oct 04, 2019","238.50","238.50","238.50","238.50","0.14K","1.49%"
"Oct 03, 2019","235.00","235.00","235.00","235.00","0.11K","-1.67%"
"Oct 02, 2019","239.00","239.00","239.00","239.00","0.08K","2.14%"
"Oct 01, 2019","234.00","234.00","234.00","234.00","0.01K","-1.70%"
"Sep 30, 2019","238.05","238.05","238.05","238.05","0.02K","0.23%"
"Sep 27, 2019","237.50","237.50","237.50","237.50","0.02K","0.42%"
"Sep 26, 2019","236.50","236.50","236.50","236.50","0.03K","-0.21%"
"Sep 25, 2019","237.00","237.00","237.00","237.00","0.03K","-0.42%"
"Sep 24, 2019","238.00","238.00","238.00","238.00","-","-0.63%"
"Sep 23, 2019","239.50","239.50","239.50","239.50","0.03K","0.21%"
"Sep 20, 2019","239.00","239.00","239.00","239.00","0.02K","0.00%"
"Sep 19, 2019","239.00","239.00","239.00","239.00","0.00K","-0.83%"
"Sep 18, 2019","241.00","241.00","241.00","241.00","-","-0.41%"
"Sep 17, 2019","242.00","242.00","242.00","242.00","-","-0.41%"
"Sep 16, 2019","243.00","243.00","243.00","243.00","-","0.62%"
"Sep 13, 2019","241.50","241.50","241.50","241.50","0.09K","-2.62%"
"Sep 12, 2019","248.00","248.00","248.00","248.00","0.10K","-0.80%"
"Sep 11, 2019","250.00","250.00","250.00","250.00","0.03K","0.40%"
"Sep 10, 2019","249.00","249.00","249.00","249.00","-","-1.39%"
"Sep 09, 2019","252.50","252.50","252.50","252.50","0.07K","1.00%"
"Sep 06, 2019","250.00","250.00","250.00","250.00","0.08K","-2.15%"
"Sep 05, 2019","255.50","255.50","255.50","255.50","0.02K","-2.11%"
"Sep 04, 2019","261.00","261.00","261.00","261.00","0.09K","-0.38%"
"Sep 03, 2019","262.00","262.00","262.00","262.00","0.55K","-1.50%"
"Sep 02, 2019","266.00","266.00","266.00","266.00","0.60K","-5.71%"
"Aug 30, 2019","282.11","282.11","282.11","282.11","-","0.04%"
"Aug 29, 2019","282.00","282.00","282.00","282.00","-","0.00%"
"Aug 28, 2019","282.00","282.00","282.00","282.00","-","-0.70%"
"Aug 27, 2019","284.00","284.00","284.00","284.00","-","0.00%"
"Aug 23, 2019","284.00","284.00","284.00","284.00","-","0.00%"
"Aug 22, 2019","284.00","284.00","284.00","284.00","-","0.00%"
"Aug 21, 2019","284.00","284.00","284.00","284.00","-","-0.35%"
"Aug 20, 2019","285.00","285.00","285.00","285.00","-","0.00%"
"Aug 19, 2019","285.00","285.00","285.00","285.00","0.02K","-0.35%"
"Aug 16, 2019","286.00","286.00","286.00","286.00","-","0.00%"
"Aug 15, 2019","286.00","286.00","286.00","286.00","-","-1.38%"
"Aug 14, 2019","290.00","290.00","290.00","290.00","-","0.00%"
"Aug 13, 2019","290.00","290.00","290.00","290.00","-","0.00%"
"Aug 12, 2019","290.00","290.00","290.00","290.00","-","0.00%"
"Aug 09, 2019","290.00","290.00","290.00","290.00","-","0.69%"
"Aug 08, 2019","288.00","288.00","288.00","288.00","-","-0.52%"
"Aug 07, 2019","289.50","289.50","289.50","289.50","0.02K","-0.52%"
"Aug 06, 2019","291.00","291.00","291.00","291.00","0.04K","-0.68%"
"Aug 05, 2019","293.00","293.00","293.00","293.00","0.60K","0.00%"
"Aug 02, 2019","293.00","293.00","293.00","293.00","-","1.21%"
"Aug 01, 2019","289.50","289.50","289.50","289.50","0.03K","-1.81%"
"Jul 31, 2019","294.84","294.84","294.84","294.84","-","-0.73%"
"Jul 30, 2019","297.00","297.00","297.00","297.00","-","0.68%"
"Jul 29, 2019","295.00","295.00","295.00","295.00","-","0.00%"
"Jul 26, 2019","295.00","295.00","295.00","295.00","-","0.00%"
"Jul 25, 2019","295.00","295.00","295.00","295.00","-","0.00%"
"Jul 24, 2019","295.00","295.00","295.00","295.00","-","-0.34%"
"Jul 23, 2019","296.00","296.00","296.00","296.00","-","0.00%"
"Jul 22, 2019","296.00","296.00","296.00","296.00","-","-0.34%"
"Jul 19, 2019","297.00","297.00","297.00","297.00","-","-0.83%"
"Jul 18, 2019","299.50","299.50","299.50","299.50","0.03K","1.53%"
"Jul 17, 2019","295.00","295.00","295.00","295.00","-","-0.34%"
"Jul 16, 2019","296.00","296.00","296.00","296.00","-","-0.67%"
"Jul 15, 2019","298.00","298.00","298.00","298.00","0.01K","-0.33%"
"Jul 12, 2019","299.00","299.00","299.00","299.00","-","-0.66%"
"Jul 11, 2019","301.00","301.00","301.00","301.00","0.03K","1.35%"
"Jul 10, 2019","297.00","297.00","297.00","297.00","-","0.00%"
"Jul 09, 2019","297.00","297.00","297.00","297.00","-","-1.00%"
"Jul 08, 2019","300.00","300.00","300.00","300.00","-","-0.66%"
"Jul 05, 2019","302.00","302.00","302.00","302.00","0.05K","-2.58%"
"Jul 04, 2019","310.00","310.00","310.00","310.00","0.02K","0.65%"
"Jul 03, 2019","308.00","308.00","308.00","308.00","0.49K","0.33%"
"Jul 02, 2019","307.00","307.00","307.00","307.00","0.02K","0.00%"
"Jul 01, 2019","307.00","307.00","307.00","307.00","0.20K","6.40%"
"Jun 28, 2019","288.53","288.53","288.53","288.53","-","0.18%"
"Jun 27, 2019","288.00","288.00","288.00","288.00","-","0.00%"
"Jun 26, 2019","288.00","288.00","288.00","288.00","-","-0.35%"
"Jun 25, 2019","289.00","289.00","289.00","289.00","-","0.00%"
"Jun 24, 2019","289.00","289.00","289.00","289.00","-","0.00%"
"Jun 21, 2019","289.00","289.00","289.00","289.00","0.05K","0.00%"
"Jun 20, 2019","289.00","289.00","289.00","289.00","-","-0.34%"
"Jun 19, 2019","290.00","290.00","290.00","290.00","-","-0.68%"
"Jun 18, 2019","292.00","292.00","292.00","292.00","-","0.69%"
"Jun 17, 2019","290.00","290.00","290.00","290.00","-","-1.69%"
"Jun 14, 2019","295.00","295.00","295.00","295.00","-","-1.34%"
"Jun 13, 2019","299.00","299.00","299.00","299.00","0.03K","-0.33%"
"Jun 12, 2019","300.00","300.00","300.00","300.00","-","-0.66%"
"Jun 11, 2019","302.00","302.00","302.00","302.00","-","0.67%"
"Jun 10, 2019","300.00","300.00","300.00","300.00","-","1.01%"
"Jun 07, 2019","297.00","297.00","297.00","297.00","0.00K","-0.67%"
"Jun 06, 2019","299.00","299.00","299.00","299.00","-","-0.66%"
"Jun 05, 2019","301.00","301.00","301.00","301.00","-","-0.33%"
"Jun 04, 2019","302.00","302.00","302.00","302.00","0.02K","1.68%"
"Jun 03, 2019","297.00","297.00","297.00","297.00","0.04K","-0.50%"
"May 31, 2019","298.50","298.50","298.50","298.50","-","-0.17%"
"May 30, 2019","299.00","299.00","299.00","299.00","0.06K","-0.33%"
"May 29, 2019","300.00","300.00","300.00","300.00","0.06K","0.00%"
"May 28, 2019","300.00","300.00","300.00","300.00","0.04K","-0.17%"
"May 24, 2019","300.50","300.50","300.50","300.50","-","0.17%"
"May 23, 2019","300.00","300.00","300.00","300.00","-","0.33%"
"May 22, 2019","299.00","299.00","299.00","299.00","0.02K","0.67%"
"May 21, 2019","297.00","297.00","297.00","297.00","0.03K","-0.34%"
"May 20, 2019","298.00","298.00","298.00","298.00","-","-1.00%"
"May 17, 2019","301.00","301.00","301.00","301.00","0.09K","2.73%"
"May 16, 2019","293.00","293.00","293.00","293.00","0.01K","0.69%"
"May 15, 2019","291.00","291.00","291.00","291.00","-","-0.34%"
"May 14, 2019","292.00","292.00","292.00","292.00","0.00K","-0.34%"
"May 13, 2019","293.00","293.00","293.00","293.00","-","0.00%"
"May 10, 2019","293.00","293.00","293.00","293.00","0.02K","-1.01%"
"May 09, 2019","296.00","296.00","296.00","296.00","-","-0.34%"
"May 08, 2019","297.00","297.00","297.00","297.00","0.15K","0.34%"
"May 07, 2019","296.00","296.00","296.00","296.00","0.34K","-1.33%"
"May 03, 2019","300.00","300.00","300.00","300.00","0.09K","-2.28%"
"May 02, 2019","307.00","307.00","307.00","307.00","-","1.15%"
"May 01, 2019","303.50","303.50","303.50","303.50","0.01K","-2.08%"
"Apr 30, 2019","309.95","309.95","309.95","309.95","0.35K","-0.02%"
"Apr 29, 2019","310.00","310.00","310.00","310.00","0.35K","0.65%"
"Apr 26, 2019","308.00","308.00","308.00","308.00","-","-0.48%"
"Apr 25, 2019","309.50","309.50","309.50","309.50","0.17K","-0.80%"
"Apr 24, 2019","312.00","312.00","312.00","312.00","0.05K","0.00%"
"Apr 23, 2019","312.00","312.00","312.00","312.00","0.45K","-0.32%"
"Apr 18, 2019","313.00","313.00","313.00","313.00","-","-0.63%"
"Apr 17, 2019","315.00","315.00","315.00","315.00","-","0.32%"
"Apr 16, 2019","314.00","314.00","314.00","314.00","0.50K","0.32%"
"Apr 15, 2019","313.00","313.00","313.00","313.00","1.10K","0.64%"
"Apr 12, 2019","311.00","311.00","311.00","311.00","-","0.32%"
"Apr 11, 2019","310.00","310.00","310.00","310.00","-","0.49%"
"Apr 10, 2019","308.50","308.50","308.50","308.50","0.51K","-1.12%"
"Apr 09, 2019","312.00","312.00","312.00","312.00","-","-1.27%"
"Apr 08, 2019","316.00","316.00","316.00","316.00","-","0.32%"
"Apr 05, 2019","315.00","315.00","315.00","315.00","-","0.00%"
"Apr 04, 2019","315.00","315.00","315.00","315.00","0.02K","-0.32%"
"Apr 03, 2019","316.00","316.00","316.00","316.00","0.02K","-0.63%"
"Apr 02, 2019","318.00","318.00","318.00","318.00","0.02K","0.32%"
"Apr 01, 2019","317.00","317.00","317.00","317.00","-","-1.17%"
"Mar 29, 2019","320.74","320.74","320.74","320.74","-","-0.08%"
"Mar 28, 2019","321.00","321.00","321.00","321.00","0.01K","0.00%"
"Mar 27, 2019","321.00","321.00","321.00","321.00","0.01K","-0.31%"
"Mar 26, 2019","322.00","322.00","322.00","322.00","-","0.00%"
"Mar 25, 2019","322.00","322.00","322.00","322.00","-","-0.31%"
"Mar 22, 2019","323.00","323.00","323.00","323.00","-","0.62%"
"Mar 21, 2019","321.00","321.00","321.00","321.00","-","0.00%"
"Mar 20, 2019","321.00","321.00","321.00","321.00","0.00K","0.00%"
"Mar 19, 2019","321.00","321.00","321.00","321.00","0.01K","-0.93%"
"Mar 18, 2019","324.00","324.00","324.00","324.00","-","-0.77%"
"Mar 15, 2019","326.50","326.50","326.50","326.50","-","-0.15%"
"Mar 14, 2019","327.00","327.00","327.00","327.00","-","0.00%"
"Mar 13, 2019","327.00","327.00","327.00","327.00","-","0.00%"
"Mar 12, 2019","327.00","327.00","327.00","327.00","-","0.00%"
"Mar 11, 2019","327.00","327.00","327.00","327.00","-","0.00%"
"Mar 08, 2019","327.00","327.00","327.00","327.00","-","0.00%"
"Mar 07, 2019","327.00","327.00","327.00","327.00","0.02K","0.31%"
"Mar 06, 2019","326.00","326.00","326.00","326.00","0.21K","1.56%"
"Mar 05, 2019","321.00","321.00","321.00","321.00","0.27K","1.58%"
"Mar 04, 2019","316.00","316.00","316.00","316.00","0.20K","-1.25%"
