"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 01, 2018","349.00","349.00","349.00","349.00","3.42K","-4.15%"
"Jan 31, 2018","364.11","364.11","364.11","364.11","-","-0.24%"
"Jan 30, 2018","365.00","365.00","365.00","365.00","-","0.00%"
"Jan 29, 2018","365.00","365.00","365.00","365.00","-","0.27%"
"Jan 26, 2018","364.00","364.00","364.00","364.00","-","0.00%"
"Jan 25, 2018","364.00","364.00","364.00","364.00","0.01K","-0.82%"
"Jan 24, 2018","367.00","367.00","367.00","367.00","-","0.00%"
"Jan 23, 2018","367.00","367.00","367.00","367.00","0.02K","-0.27%"
"Jan 22, 2018","368.00","368.00","368.00","368.00","0.09K","-0.54%"
"Jan 19, 2018","370.00","370.00","370.00","370.00","0.00K","0.00%"
"Jan 18, 2018","370.00","370.00","370.00","370.00","0.06K","-0.27%"
"Jan 17, 2018","371.00","371.00","371.00","371.00","0.02K","0.00%"
"Jan 16, 2018","371.00","371.00","371.00","371.00","0.41K","0.00%"
"Jan 15, 2018","371.00","371.00","371.00","371.00","0.38K","-1.07%"
"Jan 12, 2018","375.00","375.00","375.00","375.00","0.42K","0.54%"
"Jan 11, 2018","373.00","373.00","373.00","373.00","0.30K","-1.06%"
"Jan 10, 2018","377.00","377.00","377.00","377.00","0.56K","1.34%"
"Jan 09, 2018","372.00","372.00","372.00","372.00","0.79K","0.00%"
"Jan 08, 2018","372.00","372.00","372.00","372.00","0.05K","0.68%"
"Jan 05, 2018","369.50","369.50","369.50","369.50","0.32K","0.68%"
"Jan 04, 2018","367.00","367.00","367.00","367.00","0.16K","0.00%"
"Jan 03, 2018","367.00","367.00","367.00","367.00","-","0.00%"
"Jan 02, 2018","367.00","367.00","367.00","367.00","-","3.31%"
"Dec 29, 2017","355.24","355.24","355.24","355.24","-","0.92%"
"Dec 28, 2017","352.00","352.00","352.00","352.00","-","0.00%"
"Dec 27, 2017","352.00","352.00","352.00","352.00","-","0.00%"
"Dec 22, 2017","352.00","352.00","352.00","352.00","-","0.00%"
"Dec 21, 2017","352.00","352.00","352.00","352.00","-","0.00%"
"Dec 20, 2017","352.00","352.00","352.00","352.00","0.01K","0.28%"
"Dec 19, 2017","351.00","351.00","351.00","351.00","0.01K","0.57%"
"Dec 18, 2017","349.00","349.00","349.00","349.00","0.00K","-2.10%"
"Dec 15, 2017","356.50","356.50","356.50","356.50","-","0.71%"
"Dec 14, 2017","354.00","354.00","354.00","354.00","-","0.00%"
"Dec 13, 2017","354.00","354.00","354.00","354.00","-","0.00%"
"Dec 12, 2017","354.00","354.00","354.00","354.00","-","0.00%"
"Dec 11, 2017","354.00","354.00","354.00","354.00","0.14K","0.28%"
"Dec 08, 2017","353.00","353.00","353.00","353.00","0.48K","0.57%"
"Dec 07, 2017","351.00","351.00","351.00","351.00","0.23K","0.86%"
"Dec 06, 2017","348.00","348.00","348.00","348.00","0.86K","1.16%"
"Dec 05, 2017","344.00","344.00","344.00","344.00","0.31K","0.73%"
"Dec 04, 2017","341.50","341.50","341.50","341.50","-","0.00%"
"Dec 01, 2017","341.50","341.50","341.50","341.50","0.47K","0.00%"
"Nov 30, 2017","341.50","341.50","341.50","341.50","0.11K","9.28%"
"Nov 29, 2017","312.50","312.50","312.50","312.50","-","0.00%"
"Nov 28, 2017","312.50","312.50","312.50","312.50","-","0.00%"
"Nov 27, 2017","312.50","312.50","312.50","312.50","0.15K","0.16%"
"Nov 24, 2017","312.00","312.00","312.00","312.00","-","0.00%"
"Nov 23, 2017","312.00","312.00","312.00","312.00","-","0.00%"
"Nov 22, 2017","312.00","312.00","312.00","312.00","-","0.00%"
"Nov 21, 2017","312.00","312.00","312.00","312.00","0.00K","0.00%"
"Nov 20, 2017","312.00","312.00","312.00","312.00","0.07K","-0.95%"
"Nov 17, 2017","315.00","315.00","315.00","315.00","0.00K","0.00%"
"Nov 16, 2017","315.00","315.00","315.00","315.00","0.73K","0.64%"
"Nov 15, 2017","313.00","313.00","313.00","313.00","0.55K","0.97%"
"Nov 14, 2017","310.00","310.00","310.00","310.00","0.10K","0.00%"
"Nov 13, 2017","310.00","310.00","310.00","310.00","-","0.00%"
"Nov 10, 2017","310.00","310.00","310.00","310.00","0.62K","-0.64%"
"Nov 09, 2017","312.00","312.00","312.00","312.00","2.48K","-1.27%"
"Nov 08, 2017","316.00","316.00","316.00","316.00","0.60K","-0.47%"
"Nov 07, 2017","317.50","317.50","317.50","317.50","0.75K","-0.78%"
"Nov 06, 2017","320.00","320.00","320.00","320.00","0.70K","0.00%"
"Nov 03, 2017","320.00","320.00","320.00","320.00","0.85K","-1.23%"
"Nov 02, 2017","324.00","324.00","324.00","324.00","0.14K","1.57%"
"Nov 01, 2017","319.00","319.00","319.00","319.00","0.71K","-0.31%"
"Oct 31, 2017","320.00","320.00","320.00","320.00","0.64K","1.59%"
"Oct 30, 2017","315.00","315.00","315.00","315.00","0.39K","0.00%"
"Oct 27, 2017","315.00","315.00","315.00","315.00","0.31K","1.29%"
"Oct 26, 2017","311.00","311.00","311.00","311.00","0.24K","1.97%"
"Oct 25, 2017","305.00","305.00","305.00","305.00","0.00K","-0.16%"
"Oct 24, 2017","305.50","305.50","305.50","305.50","-","0.00%"
"Oct 23, 2017","305.50","305.50","305.50","305.50","0.16K","0.16%"
"Oct 20, 2017","305.00","305.00","305.00","305.00","-","0.00%"
"Oct 19, 2017","305.00","305.00","305.00","305.00","0.01K","-0.33%"
"Oct 18, 2017","306.00","306.00","306.00","306.00","0.00K","-1.61%"
"Oct 17, 2017","311.00","311.00","311.00","311.00","-","0.00%"
"Oct 16, 2017","311.00","311.00","311.00","311.00","0.86K","0.65%"
"Oct 13, 2017","309.00","309.00","309.00","309.00","2.19K","-0.80%"
"Oct 12, 2017","311.50","311.50","311.50","311.50","0.13K","0.16%"
"Oct 11, 2017","311.00","311.00","311.00","311.00","0.27K","-1.89%"
"Oct 10, 2017","317.00","317.00","317.00","317.00","0.30K","-0.31%"
"Oct 09, 2017","318.00","318.00","318.00","318.00","1.08K","4.61%"
"Oct 06, 2017","304.00","304.00","304.00","304.00","0.27K","1.33%"
"Oct 05, 2017","300.00","300.00","300.00","300.00","0.65K","1.69%"
"Oct 04, 2017","295.00","295.00","295.00","295.00","0.56K","-1.01%"
"Oct 03, 2017","298.00","298.00","298.00","298.00","0.02K","2.41%"
"Oct 02, 2017","291.00","291.00","291.00","291.00","0.11K","-3.16%"
"Sep 29, 2017","300.50","300.50","300.50","300.50","1.49K","0.50%"
"Sep 28, 2017","299.00","299.00","299.00","299.00","1.32K","-12.83%"
"Sep 27, 2017","343.00","343.00","343.00","343.00","-","0.00%"
"Sep 26, 2017","343.00","343.00","343.00","343.00","-","0.00%"
"Sep 25, 2017","343.00","343.00","343.00","343.00","0.01K","-1.15%"
"Sep 22, 2017","347.00","347.00","347.00","347.00","-","0.00%"
"Sep 21, 2017","347.00","347.00","347.00","347.00","-","0.00%"
"Sep 20, 2017","347.00","347.00","347.00","347.00","0.02K","-0.86%"
"Sep 19, 2017","350.00","350.00","350.00","350.00","0.05K","-1.13%"
"Sep 18, 2017","354.00","354.00","354.00","354.00","-","0.00%"
"Sep 15, 2017","354.00","354.00","354.00","354.00","-","-0.56%"
"Sep 14, 2017","356.00","356.00","356.00","356.00","-","0.00%"
"Sep 13, 2017","356.00","356.00","356.00","356.00","0.03K","-0.84%"
"Sep 12, 2017","359.00","359.00","359.00","359.00","0.01K","-0.28%"
"Sep 11, 2017","360.00","360.00","360.00","360.00","-","0.28%"
"Sep 08, 2017","359.00","359.00","359.00","359.00","0.04K","-0.55%"
"Sep 07, 2017","361.00","361.00","361.00","361.00","0.29K","0.28%"
"Sep 06, 2017","360.00","360.00","360.00","360.00","0.25K","-0.83%"
"Sep 05, 2017","363.00","363.00","363.00","363.00","0.99K","1.68%"
"Sep 04, 2017","357.00","357.00","357.00","357.00","0.12K","0.85%"
"Sep 01, 2017","354.00","354.00","354.00","354.00","0.17K","1.00%"
"Aug 31, 2017","350.50","350.50","350.50","350.50","0.17K","0.43%"
"Aug 30, 2017","349.00","349.00","349.00","349.00","-","0.00%"
"Aug 29, 2017","349.00","349.00","349.00","349.00","-","0.00%"
"Aug 25, 2017","349.00","349.00","349.00","349.00","-","0.00%"
"Aug 24, 2017","349.00","349.00","349.00","349.00","-","0.00%"
"Aug 23, 2017","349.00","349.00","349.00","349.00","-","0.00%"
"Aug 22, 2017","349.00","349.00","349.00","349.00","0.01K","0.58%"
"Aug 21, 2017","347.00","347.00","347.00","347.00","-","0.00%"
"Aug 18, 2017","347.00","347.00","347.00","347.00","-","0.00%"
"Aug 17, 2017","347.00","347.00","347.00","347.00","-","0.00%"
"Aug 16, 2017","347.00","347.00","347.00","347.00","0.11K","1.46%"
"Aug 15, 2017","342.00","342.00","342.00","342.00","0.06K","-1.16%"
"Aug 14, 2017","346.00","346.00","346.00","346.00","0.00K","0.00%"
"Aug 11, 2017","346.00","346.00","346.00","346.00","-","-0.57%"
"Aug 10, 2017","348.00","348.00","348.00","348.00","0.12K","2.35%"
"Aug 09, 2017","340.00","340.00","340.00","340.00","0.00K","-0.87%"
"Aug 08, 2017","343.00","343.00","343.00","343.00","0.15K","-0.58%"
"Aug 07, 2017","345.00","345.00","345.00","345.00","0.05K","0.88%"
"Aug 04, 2017","342.00","342.00","342.00","342.00","-","0.00%"
"Aug 03, 2017","342.00","342.00","342.00","342.00","0.35K","2.09%"
"Aug 02, 2017","335.00","335.00","335.00","335.00","1.24K","0.00%"
"Aug 01, 2017","335.00","335.00","335.00","335.00","0.34K","0.00%"
"Jul 31, 2017","335.00","335.00","335.00","335.00","0.80K","2.13%"
"Jul 28, 2017","328.00","328.00","328.00","328.00","0.30K","0.61%"
"Jul 27, 2017","326.00","326.00","326.00","326.00","0.17K","7.24%"
"Jul 26, 2017","304.00","304.00","304.00","304.00","0.15K","0.00%"
"Jul 25, 2017","304.00","304.00","304.00","304.00","0.16K","1.67%"
"Jul 24, 2017","299.00","299.00","299.00","299.00","0.15K","0.00%"
"Jul 21, 2017","299.00","299.00","299.00","299.00","0.00K","0.00%"
"Jul 20, 2017","299.00","299.00","299.00","299.00","-","0.00%"
"Jul 19, 2017","299.00","299.00","299.00","299.00","-","0.00%"
"Jul 18, 2017","299.00","299.00","299.00","299.00","-","0.00%"
"Jul 17, 2017","299.00","299.00","299.00","299.00","-","0.00%"
"Jul 14, 2017","299.00","299.00","299.00","299.00","-","0.00%"
"Jul 13, 2017","299.00","299.00","299.00","299.00","-","0.00%"
"Jul 12, 2017","299.00","299.00","299.00","299.00","0.01K","-0.33%"
"Jul 11, 2017","300.00","300.00","300.00","300.00","-","0.00%"
"Jul 10, 2017","300.00","300.00","300.00","300.00","0.00K","-0.33%"
"Jul 07, 2017","301.00","301.00","301.00","301.00","0.16K","1.01%"
"Jul 06, 2017","298.00","298.00","298.00","298.00","0.10K","-0.33%"
"Jul 05, 2017","299.00","299.00","299.00","299.00","0.17K","1.01%"
"Jul 04, 2017","296.00","296.00","296.00","296.00","0.03K","-1.66%"
"Jul 03, 2017","301.00","301.00","301.00","301.00","0.04K","8.79%"
"Jun 30, 2017","276.68","276.68","276.68","276.68","-","0.25%"
"Jun 29, 2017","276.00","276.00","276.00","276.00","-","0.00%"
"Jun 28, 2017","276.00","276.00","276.00","276.00","-","0.00%"
"Jun 27, 2017","276.00","276.00","276.00","276.00","-","0.00%"
"Jun 26, 2017","276.00","276.00","276.00","276.00","-","0.00%"
"Jun 23, 2017","276.00","276.00","276.00","276.00","-","0.00%"
"Jun 22, 2017","276.00","276.00","276.00","276.00","-","0.00%"
"Jun 21, 2017","276.00","276.00","276.00","276.00","-","0.00%"
"Jun 20, 2017","276.00","276.00","276.00","276.00","-","0.00%"
"Jun 19, 2017","276.00","276.00","276.00","276.00","0.30K","0.00%"
"Jun 16, 2017","276.00","276.00","276.00","276.00","-","0.00%"
"Jun 15, 2017","276.00","276.00","276.00","276.00","-","0.00%"
"Jun 14, 2017","276.00","276.00","276.00","276.00","-","0.00%"
"Jun 13, 2017","276.00","276.00","276.00","276.00","-","0.00%"
"Jun 12, 2017","276.00","276.00","276.00","276.00","0.42K","0.55%"
"Jun 09, 2017","274.50","274.50","274.50","274.50","0.55K","1.29%"
"Jun 08, 2017","271.00","271.00","271.00","271.00","0.20K","0.37%"
"Jun 07, 2017","270.00","270.00","270.00","270.00","0.03K","0.00%"
"Jun 06, 2017","270.00","270.00","270.00","270.00","0.15K","-1.10%"
"Jun 05, 2017","273.00","273.00","273.00","273.00","0.00K","-1.44%"
"Jun 02, 2017","277.00","277.00","277.00","277.00","-","0.00%"
"Jun 01, 2017","277.00","277.00","277.00","277.00","-","1.57%"
"May 31, 2017","272.71","272.71","272.71","272.71","-","-1.55%"
"May 30, 2017","277.00","277.00","277.00","277.00","-","0.00%"
"May 26, 2017","277.00","277.00","277.00","277.00","-","-0.36%"
"May 25, 2017","278.00","278.00","278.00","278.00","-","0.00%"
"May 24, 2017","278.00","278.00","278.00","278.00","0.02K","1.83%"
"May 23, 2017","273.00","273.00","273.00","273.00","-","0.00%"
"May 22, 2017","273.00","273.00","273.00","273.00","-","0.00%"
"May 19, 2017","273.00","273.00","273.00","273.00","-","0.00%"
"May 18, 2017","273.00","273.00","273.00","273.00","-","0.00%"
"May 17, 2017","273.00","273.00","273.00","273.00","-","0.00%"
"May 16, 2017","273.00","273.00","273.00","273.00","-","0.00%"
"May 15, 2017","273.00","273.00","273.00","273.00","-","0.00%"
"May 12, 2017","273.00","273.00","273.00","273.00","0.03K","-1.80%"
"May 11, 2017","278.00","278.00","278.00","278.00","-","0.00%"
"May 10, 2017","278.00","278.00","278.00","278.00","-","-0.71%"
"May 09, 2017","280.00","280.00","280.00","280.00","-","0.00%"
"May 08, 2017","280.00","280.00","280.00","280.00","0.00K","1.82%"
"May 05, 2017","275.00","275.00","275.00","275.00","-","0.00%"
"May 04, 2017","275.00","275.00","275.00","275.00","0.02K","-1.08%"
"May 03, 2017","278.00","278.00","278.00","278.00","0.27K","-0.36%"
"May 02, 2017","279.00","279.00","279.00","279.00","0.15K","3.29%"
"Apr 28, 2017","270.11","270.11","270.11","270.11","-","-0.33%"
"Apr 27, 2017","271.00","271.00","271.00","271.00","-","-0.37%"
"Apr 26, 2017","272.00","272.00","272.00","272.00","-","-0.37%"
"Apr 25, 2017","273.00","273.00","273.00","273.00","-","0.00%"
"Apr 24, 2017","273.00","273.00","273.00","273.00","-","0.00%"
"Apr 21, 2017","273.00","273.00","273.00","273.00","-","0.00%"
"Apr 20, 2017","273.00","273.00","273.00","273.00","0.03K","0.00%"
"Apr 19, 2017","273.00","273.00","273.00","273.00","0.30K","0.00%"
"Apr 18, 2017","273.00","273.00","273.00","273.00","0.03K","0.37%"
"Apr 13, 2017","272.00","272.00","272.00","272.00","0.01K","-0.18%"
"Apr 12, 2017","272.50","272.50","272.50","272.50","0.01K","-0.55%"
"Apr 11, 2017","274.00","274.00","274.00","274.00","0.01K","-0.72%"
"Apr 10, 2017","276.00","276.00","276.00","276.00","0.45K","-1.43%"
"Apr 07, 2017","280.00","280.00","280.00","280.00","-","0.00%"
"Apr 06, 2017","280.00","280.00","280.00","280.00","0.15K","-3.45%"
"Apr 05, 2017","290.00","290.00","290.00","290.00","0.27K","2.11%"
"Apr 04, 2017","284.00","284.00","284.00","284.00","0.18K","0.35%"
"Apr 03, 2017","283.00","283.00","283.00","283.00","0.00K","-1.08%"
"Mar 31, 2017","286.09","286.09","286.09","286.09","-","0.03%"
"Mar 30, 2017","286.00","286.00","286.00","286.00","-","0.00%"
"Mar 29, 2017","286.00","286.00","286.00","286.00","-","0.00%"
"Mar 28, 2017","286.00","286.00","286.00","286.00","-","0.00%"
"Mar 27, 2017","286.00","286.00","286.00","286.00","-","-1.04%"
"Mar 24, 2017","289.00","289.00","289.00","289.00","-","-1.03%"
"Mar 23, 2017","292.00","292.00","292.00","292.00","0.01K","0.69%"
"Mar 22, 2017","290.00","290.00","290.00","290.00","-","0.00%"
"Mar 21, 2017","290.00","290.00","290.00","290.00","-","-3.97%"
"Mar 20, 2017","302.00","302.00","302.00","302.00","-","0.00%"
"Mar 17, 2017","302.00","302.00","302.00","302.00","0.02K","0.83%"
"Mar 16, 2017","299.50","299.50","299.50","299.50","-","0.00%"
"Mar 15, 2017","299.50","299.50","299.50","299.50","-","0.50%"
"Mar 14, 2017","298.00","298.00","298.00","298.00","-","0.00%"
"Mar 13, 2017","298.00","298.00","298.00","298.00","0.00K","-0.33%"
"Mar 10, 2017","299.00","299.00","299.00","299.00","0.22K","-2.29%"
"Mar 09, 2017","306.00","306.00","306.00","306.00","0.25K","-0.49%"
"Mar 08, 2017","307.50","307.50","307.50","307.50","0.14K","0.99%"
"Mar 07, 2017","304.50","304.50","304.50","304.50","0.08K","2.87%"
"Mar 06, 2017","296.00","296.00","296.00","296.00","0.20K","1.20%"
"Mar 03, 2017","292.50","292.50","292.50","292.50","0.44K","-0.17%"
"Mar 02, 2017","293.00","293.00","293.00","293.00","-","0.00%"
"Mar 01, 2017","293.00","293.00","293.00","293.00","-","11.58%"
"Feb 28, 2017","262.60","262.60","262.60","262.60","0.02K","1.00%"
"Feb 27, 2017","260.00","260.00","260.00","260.00","0.02K","-1.14%"
"Feb 24, 2017","263.00","263.00","263.00","263.00","-","0.00%"
"Feb 23, 2017","263.00","263.00","263.00","263.00","-","0.00%"
"Feb 22, 2017","263.00","263.00","263.00","263.00","0.00K","0.38%"
"Feb 21, 2017","262.00","262.00","262.00","262.00","-","0.77%"
"Feb 20, 2017","260.00","260.00","260.00","260.00","-","0.00%"
"Feb 17, 2017","260.00","260.00","260.00","260.00","-","0.39%"
"Feb 16, 2017","259.00","259.00","259.00","259.00","-","0.00%"
"Feb 15, 2017","259.00","259.00","259.00","259.00","-","0.00%"
"Feb 14, 2017","259.00","259.00","259.00","259.00","0.00K","0.78%"
"Feb 13, 2017","257.00","257.00","257.00","257.00","0.03K","1.18%"
"Feb 10, 2017","254.00","254.00","254.00","254.00","0.78K","4.53%"
"Feb 09, 2017","243.00","243.00","243.00","243.00","0.00K","0.41%"
"Feb 08, 2017","242.00","242.00","242.00","242.00","-","0.00%"
"Feb 07, 2017","242.00","242.00","242.00","242.00","-","0.41%"
"Feb 06, 2017","241.00","241.00","241.00","241.00","-","0.00%"
"Feb 03, 2017","241.00","241.00","241.00","241.00","0.29K","-2.82%"
"Feb 02, 2017","248.00","248.00","248.00","248.00","0.21K","-2.36%"
"Feb 01, 2017","254.00","254.00","254.00","254.00","0.22K","-7.30%"
"Jan 31, 2017","274.00","274.00","274.00","274.00","-","0.00%"
"Jan 30, 2017","274.00","274.00","274.00","274.00","-","-1.08%"
"Jan 27, 2017","277.00","277.00","277.00","277.00","-","-0.36%"
"Jan 26, 2017","278.00","278.00","278.00","278.00","0.05K","-2.46%"
"Jan 25, 2017","285.00","285.00","285.00","285.00","0.03K","1.42%"
"Jan 24, 2017","281.00","281.00","281.00","281.00","0.01K","-1.40%"
"Jan 23, 2017","285.00","285.00","285.00","285.00","0.75K","0.00%"
"Jan 20, 2017","285.00","285.00","285.00","285.00","-","0.00%"
"Jan 19, 2017","285.00","285.00","285.00","285.00","-","0.00%"
"Jan 18, 2017","285.00","285.00","285.00","285.00","0.01K","-2.06%"
"Jan 17, 2017","291.00","291.00","291.00","291.00","0.31K","-0.17%"
"Jan 16, 2017","291.50","291.50","291.50","291.50","-","-0.85%"
"Jan 13, 2017","294.00","294.00","294.00","294.00","0.02K","1.03%"
"Jan 12, 2017","291.00","291.00","291.00","291.00","0.01K","0.00%"
"Jan 11, 2017","291.00","291.00","291.00","291.00","0.23K","-2.02%"
"Jan 10, 2017","297.00","297.00","297.00","297.00","0.02K","0.68%"
"Jan 09, 2017","295.00","295.00","295.00","295.00","0.00K","-0.84%"
"Jan 06, 2017","297.50","297.50","297.50","297.50","0.30K","0.00%"
"Jan 05, 2017","297.50","297.50","297.50","297.50","-","0.17%"
